id;user;uid;version;changeset;timestamp
390998680;Ajbelnuovo;1799626;3;46483280;2017-03-01T02:42:02Z
390998681;Elias lopes;2889318;1;36528134;2016-01-12T12:51:53Z
390998682;Elias lopes;2889318;1;36528134;2016-01-12T12:51:54Z
390998683;Elias lopes;2889318;1;36528134;2016-01-12T12:51:54Z
390998684;Ajbelnuovo;1799626;2;46608412;2017-03-05T22:48:15Z
390998685;Ajbelnuovo;1799626;2;46482673;2017-03-01T01:48:33Z
390998686;Elias lopes;2889318;1;36528134;2016-01-12T12:51:54Z
390999956;Ajbelnuovo;1799626;2;46608412;2017-03-05T22:48:15Z
390999957;Ajbelnuovo;1799626;2;46608412;2017-03-05T22:48:15Z
390999958;Ajbelnuovo;1799626;2;46608412;2017-03-05T22:48:15Z
391003462;Elias lopes;2889318;3;36529569;2016-01-12T14:01:18Z
391003470;Elias lopes;2889318;1;36528924;2016-01-12T13:28:31Z
391003471;Elias lopes;2889318;3;36529569;2016-01-12T14:01:18Z
391003475;Elias lopes;2889318;2;36529569;2016-01-12T14:01:19Z
391003477;Elias lopes;2889318;2;36529569;2016-01-12T14:01:19Z
391003479;Elias lopes;2889318;2;36529569;2016-01-12T14:01:18Z
391003481;Elias lopes;2889318;2;36529569;2016-01-12T14:01:18Z
391006358;Elias lopes;2889318;1;36529232;2016-01-12T13:44:09Z
391006359;Elias lopes;2889318;1;36529232;2016-01-12T13:44:09Z
391006360;Elias lopes;2889318;1;36529232;2016-01-12T13:44:09Z
391006361;Elias lopes;2889318;2;36529569;2016-01-12T14:01:18Z
391008949;Elias lopes;2889318;1;36529569;2016-01-12T14:01:17Z
391008950;Elias lopes;2889318;1;36529569;2016-01-12T14:01:17Z
391008951;Ajbelnuovo;1799626;2;46471896;2017-02-28T16:28:10Z
391008952;Ajbelnuovo;1799626;2;46471896;2017-02-28T16:28:10Z
391008953;Elias lopes;2889318;1;36529569;2016-01-12T14:01:18Z
391057698;Ajbelnuovo;1799626;3;46482673;2017-03-01T01:48:31Z
391059293;Erickdeoliveiraleal;463504;3;40863060;2016-07-19T15:18:41Z
391059996;Ajbelnuovo;1799626;4;46471896;2017-02-28T16:28:12Z
391062109;Ajbelnuovo;1799626;2;46471896;2017-02-28T16:28:12Z
391166161;Ajbelnuovo;1799626;2;43449938;2016-11-06T20:09:58Z
391167147;Octaviusbr;7039003;4;53990374;2017-11-22T03:38:47Z
391179493;Ajbelnuovo;1799626;2;43449938;2016-11-06T20:09:59Z
391179494;Elias lopes;2889318;1;36548864;2016-01-13T12:42:21Z
391179495;Ajbelnuovo;1799626;2;43449938;2016-11-06T20:10:02Z
391193739;Ajbelnuovo;1799626;6;43449938;2016-11-06T20:10:01Z
391218622;Elias lopes;2889318;1;36552026;2016-01-13T15:24:55Z
391218625;Elias lopes;2889318;1;36552026;2016-01-13T15:24:56Z
391218626;Elias lopes;2889318;1;36552026;2016-01-13T15:24:56Z
391218627;Elias lopes;2889318;1;36552026;2016-01-13T15:24:56Z
391218628;Elias lopes;2889318;1;36552026;2016-01-13T15:24:56Z
391218629;Elias lopes;2889318;1;36552026;2016-01-13T15:24:56Z
391218630;Elias lopes;2889318;1;36552026;2016-01-13T15:24:56Z
391219388;Elias lopes;2889318;2;36552259;2016-01-13T15:34:10Z
391219389;Elias lopes;2889318;2;36552259;2016-01-13T15:34:09Z
391220260;Erickdeoliveiraleal;463504;2;52810624;2017-10-11T03:11:20Z
391220261;Elias lopes;2889318;1;36552259;2016-01-13T15:34:08Z
391220809;Elias lopes;2889318;1;36552337;2016-01-13T15:37:25Z
391220810;Elias lopes;2889318;11;36569033;2016-01-14T12:19:26Z
391232488;Elias lopes;2889318;3;36568182;2016-01-14T11:35:06Z
391234059;Elias lopes;2889318;5;36554219;2016-01-13T17:08:21Z
391240319;Elias lopes;2889318;2;36569033;2016-01-14T12:19:27Z
391240320;Elias lopes;2889318;2;36554337;2016-01-13T17:14:37Z
391245536;Elias lopes;2889318;2;36554683;2016-01-13T17:34:53Z
391246165;Elias lopes;2889318;2;36569731;2016-01-14T12:57:45Z
391247373;Elias lopes;2889318;2;36568182;2016-01-14T11:35:05Z
391247374;Elias lopes;2889318;2;36568182;2016-01-14T11:35:05Z
391360467;Elias lopes;2889318;1;36568182;2016-01-14T11:35:04Z
391360469;Elias lopes;2889318;1;36568182;2016-01-14T11:35:04Z
391360471;Elias lopes;2889318;1;36568182;2016-01-14T11:35:04Z
391360473;Skippern;31385;2;42972778;2016-10-18T01:16:13Z
391360474;Elias lopes;2889318;1;36568182;2016-01-14T11:35:04Z
391360475;Elias lopes;2889318;1;36568182;2016-01-14T11:35:04Z
391360476;Elias lopes;2889318;1;36568182;2016-01-14T11:35:04Z
391360477;Elias lopes;2889318;1;36568182;2016-01-14T11:35:04Z
391360478;Elias lopes;2889318;1;36568182;2016-01-14T11:35:05Z
391360479;Elias lopes;2889318;1;36568182;2016-01-14T11:35:05Z
391360480;Skippern;31385;2;42972778;2016-10-18T01:16:14Z
391361582;Elias lopes;2889318;1;36568284;2016-01-14T11:39:55Z
391361584;Elias lopes;2889318;1;36568284;2016-01-14T11:39:55Z
391361585;Elias lopes;2889318;1;36568284;2016-01-14T11:39:55Z
391363667;Elias lopes;2889318;3;36568761;2016-01-14T12:04:28Z
391366122;Elias lopes;2889318;1;36568761;2016-01-14T12:04:28Z
391366510;Elias lopes;2889318;1;36568878;2016-01-14T12:10:50Z
391367352;Skippern;31385;2;42972778;2016-10-18T01:16:16Z
391367353;Elias lopes;2889318;1;36569033;2016-01-14T12:19:26Z
391367354;Elias lopes;2889318;1;36569033;2016-01-14T12:19:26Z
391367355;Elias lopes;2889318;1;36569033;2016-01-14T12:19:26Z
391367356;Elias lopes;2889318;1;36569033;2016-01-14T12:19:26Z
391367357;Elias lopes;2889318;1;36569033;2016-01-14T12:19:26Z
391367358;Elias lopes;2889318;1;36569033;2016-01-14T12:19:26Z
391369421;Elias lopes;2889318;1;36569345;2016-01-14T12:35:51Z
391371280;Elias lopes;2889318;1;36569731;2016-01-14T12:57:45Z
391371284;Elias lopes;2889318;1;36569731;2016-01-14T12:57:45Z
391371287;Elias lopes;2889318;1;36569731;2016-01-14T12:57:45Z
391371889;Elias lopes;2889318;1;36569870;2016-01-14T13:04:50Z
391377297;Elias lopes;2889318;1;36570357;2016-01-14T13:30:02Z
391377298;Elias lopes;2889318;1;36570357;2016-01-14T13:30:02Z
391387529;Elias lopes;2889318;2;36573117;2016-01-14T15:49:32Z
391543543;Elias lopes;2889318;1;36589344;2016-01-15T10:55:46Z
391547712;Elias lopes;2889318;1;36589789;2016-01-15T11:17:50Z
396281041;O fim;1842197;1;37026196;2016-02-05T18:50:46Z
396281043;Ajbelnuovo;1799626;2;54271785;2017-12-02T14:48:52Z
396281045;Ajbelnuovo;1799626;2;54272142;2017-12-02T14:58:48Z
396281047;O fim;1842197;1;37026196;2016-02-05T18:50:46Z
396281049;O fim;1842197;1;37026196;2016-02-05T18:50:46Z
396282324;O fim;1842197;1;37026235;2016-02-05T18:52:41Z
396570433;Bonix-mapper;2030995;2;37633497;2016-03-05T19:27:03Z
397527358;O fim;1842197;1;37175861;2016-02-12T20:09:54Z
397527359;Ajbelnuovo;1799626;2;54525309;2017-12-10T23:50:02Z
397527360;O fim;1842197;1;37175861;2016-02-12T20:09:54Z
397527361;Ajbelnuovo;1799626;2;51704787;2017-09-04T00:05:59Z
397527362;Ajbelnuovo;1799626;3;46582735;2017-03-04T21:30:27Z
398590668;Depsy;27577;1;37296444;2016-02-18T20:01:57Z
398770993;O fim;1842197;1;37314907;2016-02-19T18:44:59Z
398770994;Murilo moura;1704845;3;49294962;2017-06-06T06:27:30Z
398770995;Murilo moura;1704845;3;49294962;2017-06-06T06:27:30Z
398784592;O fim;1842197;1;37316135;2016-02-19T19:39:31Z
398784593;O fim;1842197;1;37316135;2016-02-19T19:39:31Z
398784594;Naoliv;463507;2;40790347;2016-07-17T01:52:13Z
398784595;O fim;1842197;1;37316135;2016-02-19T19:39:31Z
398784596;O fim;1842197;1;37316135;2016-02-19T19:39:31Z
398784597;O fim;1842197;1;37316135;2016-02-19T19:39:31Z
398784598;O fim;1842197;1;37316135;2016-02-19T19:39:32Z
398857751;Naoliv;463507;1;37323437;2016-02-20T07:23:51Z
398857880;Naoliv;463507;1;37323437;2016-02-20T07:24:02Z
398857888;Naoliv;463507;1;37323437;2016-02-20T07:24:03Z
398857891;Naoliv;463507;1;37323437;2016-02-20T07:24:03Z
398857910;Naoliv;463507;1;37323437;2016-02-20T07:24:05Z
400001938;Diegocardtri;2473605;2;39867528;2016-06-07T18:05:57Z
400001939;Diegocardtri;2473605;2;39867528;2016-06-07T18:05:58Z
400001940;Chunglan;4108738;4;40019134;2016-06-14T14:54:17Z
400813346;Bonix-mapper;2030995;2;38872680;2016-04-26T01:12:04Z
400813347;Bonix-mapper;2030995;3;48181795;2017-04-27T04:37:44Z
400813349;Bonix-mapper;2030995;2;48181795;2017-04-27T04:37:44Z
400813350;Bonix-mapper;2030995;2;48181795;2017-04-27T04:37:44Z
400813352;Bonix-mapper;2030995;3;48181795;2017-04-27T04:37:44Z
400813354;Bonix-mapper;2030995;2;38504820;2016-04-12T16:41:22Z
400813415;Bonix-mapper;2030995;2;37525024;2016-02-29T16:23:34Z
401822690;Bonix-mapper;2030995;1;37633444;2016-03-05T19:23:41Z
401822725;Bonix-mapper;2030995;1;37633451;2016-03-05T19:24:02Z
401822975;Bonix-mapper;2030995;1;37633497;2016-03-05T19:27:03Z
401822976;Bonix-mapper;2030995;1;37633497;2016-03-05T19:27:03Z
401822977;Bonix-mapper;2030995;1;37633497;2016-03-05T19:27:03Z
401822978;Bonix-mapper;2030995;1;37633497;2016-03-05T19:27:03Z
401822979;Bonix-mapper;2030995;1;37633497;2016-03-05T19:27:03Z
402259231;Bonix-mapper;2030995;4;40823201;2016-07-18T16:04:09Z
402259340;Bonix-mapper;2030995;1;37676313;2016-03-07T22:44:35Z
402380826;André alvarenga;94659;2;43073427;2016-10-22T03:44:28Z
402383809;Naoliv;463507;2;38991129;2016-04-29T23:16:31Z
402384986;Ajbelnuovo;1799626;4;47801032;2017-04-15T01:53:22Z
402385589;Ajbelnuovo;1799626;4;55616585;2018-01-21T00:17:45Z
402392874;Ajbelnuovo;1799626;5;54540661;2017-12-11T13:52:20Z
402399199;Ajbelnuovo;1799626;2;51659987;2017-09-02T04:40:04Z
402470770;Ajbelnuovo;1799626;3;40486405;2016-07-04T20:23:42Z
402729011;Ajbelnuovo;1799626;3;51683895;2017-09-03T03:28:02Z
402731354;Ajbelnuovo;1799626;2;51683755;2017-09-03T03:08:19Z
402735396;Ajbelnuovo;1799626;6;51704222;2017-09-03T23:04:25Z
403732695;Erickdeoliveiraleal;463504;3;45379948;2017-01-22T21:44:50Z
404118936;André alvarenga;94659;3;55653626;2018-01-22T12:37:50Z
404739113;Dressypear4;3984659;3;55277906;2018-01-08T22:54:52Z
404954990;Ajbelnuovo;1799626;4;41851552;2016-09-01T15:25:40Z
404960187;Ajbelnuovo;1799626;2;42567345;2016-10-01T17:21:08Z
404964680;Ajbelnuovo;1799626;6;53277670;2017-10-26T23:38:30Z
404976057;José angelo silvestre;3692959;1;37982852;2016-03-21T18:27:19Z
404976058;José angelo silvestre;3692959;1;37982852;2016-03-21T18:27:19Z
404976059;Ajbelnuovo;1799626;2;41851552;2016-09-01T15:25:41Z
404981173;Thundercel;82797;5;46053945;2017-02-13T17:16:31Z
404982854;Ajbelnuovo;1799626;2;53307484;2017-10-28T02:03:02Z
404983975;Thundercel;82797;4;46053945;2017-02-13T17:16:31Z
404985936;Ajbelnuovo;1799626;7;46582486;2017-03-04T21:15:53Z
405353711;Sturm br;604619;2;50884540;2017-08-06T13:01:47Z
405503788;Ajbelnuovo;1799626;5;52857246;2017-10-12T11:32:56Z
405504558;Ajbelnuovo;1799626;4;52823312;2017-10-11T12:25:20Z
405506407;Ajbelnuovo;1799626;6;46561519;2017-03-03T23:29:19Z
405511977;Ajbelnuovo;1799626;3;52857246;2017-10-12T11:32:56Z
406258039;José angelo silvestre;3692959;2;38179914;2016-03-30T20:08:14Z
406272264;Ajbelnuovo;1799626;5;48195783;2017-04-27T13:55:40Z
406273499;Ajbelnuovo;1799626;5;48195783;2017-04-27T13:55:39Z
406444229;Chunglan;4108738;8;39993439;2016-06-13T13:54:54Z
406446663;Naoliv;463507;3;39367096;2016-05-17T04:15:16Z
406447552;Ajbelnuovo;1799626;2;54998994;2017-12-29T02:49:24Z
406447553;Ajbelnuovo;1799626;3;54998994;2017-12-29T02:49:24Z
406449611;Samely;2512300;2;38529971;2016-04-13T15:58:45Z
406450314;Bonix-mapper;2030995;2;45382317;2017-01-23T01:29:02Z
406464879;Ajbelnuovo;1799626;3;52857246;2017-10-12T11:32:56Z
406465052;Ajbelnuovo;1799626;3;52857246;2017-10-12T11:32:55Z
406466045;José angelo silvestre;3692959;1;38148415;2016-03-29T16:56:28Z
406468855;Naoliv;463507;2;39367096;2016-05-17T04:15:34Z
406648052;Naoliv;463507;2;39367096;2016-05-17T04:12:41Z
407008750;Naoliv;463507;6;43433158;2016-11-06T00:31:27Z
407009576;Naoliv;463507;6;43433158;2016-11-06T00:31:27Z
407010616;Naoliv;463507;5;43433158;2016-11-06T00:31:27Z
407011766;José angelo silvestre;3692959;1;38233079;2016-04-01T18:19:50Z
407012917;O fim;1842197;7;39183847;2016-05-08T15:58:42Z
407012918;Bonix-mapper;2030995;16;48048194;2017-04-23T00:38:43Z
407013127;O fim;1842197;7;39190922;2016-05-08T22:51:14Z
407022615;Ygorre;578108;1;38234787;2016-04-01T19:19:40Z
407022616;Clémentvialle;1779160;2;39432607;2016-05-19T19:37:58Z
407022617;Clémentvialle;1779160;2;39432607;2016-05-19T19:38:41Z
407026696;Bonix-mapper;2030995;4;42539385;2016-09-30T10:59:06Z
407752779;Naoliv;463507;4;38991129;2016-04-29T23:16:37Z
407753484;Naoliv;463507;2;38991129;2016-04-29T23:16:30Z
407756354;Ajbelnuovo;1799626;4;42089058;2016-09-11T23:02:25Z
407756389;Ajbelnuovo;1799626;4;42089058;2016-09-11T23:02:25Z
407763129;José angelo silvestre;3692959;2;38319001;2016-04-05T14:28:14Z
407764242;José angelo silvestre;3692959;2;38319048;2016-04-05T14:29:25Z
407977020;José angelo silvestre;3692959;1;38318192;2016-04-05T14:04:16Z
407977021;José angelo silvestre;3692959;1;38318192;2016-04-05T14:04:16Z
408005777;Ajbelnuovo;1799626;4;42089058;2016-09-11T23:02:26Z
408020549;Naoliv;463507;2;39367096;2016-05-17T04:12:43Z
408024126;José angelo silvestre;3692959;2;38352047;2016-04-06T14:01:19Z
408079932;Ajbelnuovo;1799626;2;42070147;2016-09-11T03:10:31Z
408079933;Ajbelnuovo;1799626;5;47802081;2017-04-15T03:01:01Z
408079934;O fim;1842197;1;38337153;2016-04-06T02:37:41Z
408079935;Ajbelnuovo;1799626;2;41856155;2016-09-01T19:35:13Z
408079936;O fim;1842197;1;38337153;2016-04-06T02:37:41Z
408079937;O fim;1842197;1;38337153;2016-04-06T02:37:41Z
408079938;O fim;1842197;1;38337153;2016-04-06T02:37:41Z
408079939;Ajbelnuovo;1799626;3;47827559;2017-04-16T00:21:30Z
408079940;Ajbelnuovo;1799626;2;47845055;2017-04-16T18:15:31Z
408079941;Ajbelnuovo;1799626;2;47845055;2017-04-16T18:15:31Z
408079942;Ajbelnuovo;1799626;2;47845055;2017-04-16T18:15:31Z
408079943;Ajbelnuovo;1799626;2;47845055;2017-04-16T18:15:32Z
408079945;Ajbelnuovo;1799626;2;47845055;2017-04-16T18:15:32Z
408079946;Ajbelnuovo;1799626;3;47827559;2017-04-16T00:21:30Z
408079947;Ajbelnuovo;1799626;2;47845055;2017-04-16T18:15:31Z
408079948;Ajbelnuovo;1799626;2;47845055;2017-04-16T18:15:31Z
408079949;Ajbelnuovo;1799626;2;47845055;2017-04-16T18:15:31Z
408079950;O fim;1842197;1;38337153;2016-04-06T02:37:42Z
408079951;Ajbelnuovo;1799626;4;51692011;2017-09-03T12:50:28Z
408272761;L3nfers;3396190;1;38349084;2016-04-06T11:58:50Z
408272762;L3nfers;3396190;1;38349084;2016-04-06T11:58:50Z
408272764;Erickdeoliveiraleal;463504;4;52999330;2017-10-17T02:56:24Z
408272765;Ajbelnuovo;1799626;2;42069488;2016-09-11T01:25:36Z
408272767;Erickdeoliveiraleal;463504;4;52999330;2017-10-17T02:56:24Z
408272768;Erickdeoliveiraleal;463504;6;52999330;2017-10-17T02:56:24Z
408272769;Ajbelnuovo;1799626;2;42069488;2016-09-11T01:25:36Z
408272770;L3nfers;3396190;1;38349084;2016-04-06T11:58:50Z
408295443;Ajbelnuovo;1799626;3;45811833;2017-02-04T18:12:25Z
408295444;Ajbelnuovo;1799626;4;45811833;2017-02-04T18:12:25Z
408307184;Ygorre;578108;3;40165162;2016-06-20T19:34:21Z
408307609;Ygorre;578108;4;40165162;2016-06-20T19:34:22Z
408314888;Pyram;497849;4;43364312;2016-11-02T22:08:44Z
408315238;José angelo silvestre;3692959;1;38354040;2016-04-06T15:11:18Z
408316175;Ajbelnuovo;1799626;3;47800512;2017-04-15T01:15:15Z
408316457;Ajbelnuovo;1799626;3;47800512;2017-04-15T01:15:13Z
408317062;Ajbelnuovo;1799626;2;47800512;2017-04-15T01:15:13Z
408317063;Ajbelnuovo;1799626;5;51699115;2017-09-03T18:09:27Z
408317502;José angelo silvestre;3692959;1;38354280;2016-04-06T15:21:03Z
408317503;Ajbelnuovo;1799626;2;41856155;2016-09-01T19:35:13Z
408366608;José angelo silvestre;3692959;1;38359576;2016-04-06T18:39:04Z
408367896;José angelo silvestre;3692959;1;38359824;2016-04-06T18:45:45Z
408388642;Ajbelnuovo;1799626;3;46560918;2017-03-03T22:42:12Z
408603450;Thundercel;82797;2;46063239;2017-02-13T22:01:52Z
408603451;Thundercel;82797;2;46052800;2017-02-13T16:48:01Z
408603452;L3nfers;3396190;1;38379492;2016-04-07T12:32:16Z
408621394;L3nfers;3396190;1;38381056;2016-04-07T13:40:12Z
408621395;L3nfers;3396190;1;38381056;2016-04-07T13:40:12Z
408621396;L3nfers;3396190;1;38381056;2016-04-07T13:40:12Z
408621397;L3nfers;3396190;1;38381056;2016-04-07T13:40:13Z
408621398;L3nfers;3396190;1;38381056;2016-04-07T13:40:13Z
408621399;Erickdeoliveiraleal;463504;2;46054164;2017-02-13T17:26:50Z
408621400;Erickdeoliveiraleal;463504;2;46054118;2017-02-13T17:24:43Z
408621402;L3nfers;3396190;1;38381056;2016-04-07T13:40:13Z
408621403;Ajbelnuovo;1799626;2;46581628;2017-03-04T20:29:13Z
408621404;L3nfers;3396190;1;38381056;2016-04-07T13:40:13Z
408621405;Ajbelnuovo;1799626;4;46581628;2017-03-04T20:29:14Z
408621406;Ajbelnuovo;1799626;2;46581628;2017-03-04T20:29:10Z
408621407;Ajbelnuovo;1799626;2;46581628;2017-03-04T20:29:10Z
408844321;L3nfers;3396190;1;38403590;2016-04-08T11:33:39Z
408844322;L3nfers;3396190;1;38403590;2016-04-08T11:33:39Z
408844323;L3nfers;3396190;1;38403590;2016-04-08T11:33:39Z
408844324;L3nfers;3396190;1;38403590;2016-04-08T11:33:39Z
408844325;L3nfers;3396190;1;38403590;2016-04-08T11:33:39Z
408844326;L3nfers;3396190;1;38403590;2016-04-08T11:33:39Z
408844327;L3nfers;3396190;1;38403590;2016-04-08T11:33:40Z
408844328;L3nfers;3396190;1;38403590;2016-04-08T11:33:40Z
408844329;L3nfers;3396190;1;38403590;2016-04-08T11:33:40Z
408844330;Ajbelnuovo;1799626;2;47799959;2017-04-15T00:24:36Z
408844331;L3nfers;3396190;1;38403590;2016-04-08T11:33:40Z
408844332;Erickdeoliveiraleal;463504;5;52999330;2017-10-17T02:56:24Z
408844333;Erickdeoliveiraleal;463504;4;52999330;2017-10-17T02:56:24Z
408844334;L3nfers;3396190;1;38403590;2016-04-08T11:33:40Z
408844335;Ajbelnuovo;1799626;2;42068868;2016-09-10T23:35:01Z
408844336;L3nfers;3396190;1;38403590;2016-04-08T11:33:40Z
408844338;L3nfers;3396190;1;38403590;2016-04-08T11:33:40Z
408844339;Naoliv;463507;2;51793567;2017-09-06T21:10:51Z
408844340;L3nfers;3396190;1;38403590;2016-04-08T11:33:40Z
408844341;Erickdeoliveiraleal;463504;6;48451578;2017-05-06T12:53:54Z
409506398;Lucfreitas;2173970;1;38471979;2016-04-11T10:45:40Z
409506399;Lucfreitas;2173970;1;38471979;2016-04-11T10:45:40Z
409506400;Lucfreitas;2173970;1;38471979;2016-04-11T10:45:40Z
409506401;Lucfreitas;2173970;1;38471979;2016-04-11T10:45:40Z
409506402;Lucfreitas;2173970;1;38471979;2016-04-11T10:45:40Z
409506403;Lucfreitas;2173970;1;38471979;2016-04-11T10:45:40Z
409506405;Lucfreitas;2173970;1;38471979;2016-04-11T10:45:40Z
409506406;Lucfreitas;2173970;1;38471979;2016-04-11T10:45:41Z
409506407;Lucfreitas;2173970;1;38471979;2016-04-11T10:45:41Z
409506408;Lucfreitas;2173970;1;38471979;2016-04-11T10:45:41Z
409506410;Lucfreitas;2173970;1;38471979;2016-04-11T10:45:41Z
409598735;Bonix-mapper;2030995;3;42427754;2016-09-25T17:25:14Z
409598736;Bonix-mapper;2030995;3;42427754;2016-09-25T17:25:14Z
409767475;Lucfreitas;2173970;2;42791380;2016-10-11T03:45:22Z
409767478;Lucfreitas;2173970;3;42791380;2016-10-11T03:45:22Z
409767479;Lucfreitas;2173970;2;42791380;2016-10-11T03:45:22Z
409767480;Ygorre;578108;1;38497584;2016-04-12T11:30:36Z
409767481;Lucfreitas;2173970;2;42791380;2016-10-11T03:45:22Z
409767484;Ygorre;578108;1;38497584;2016-04-12T11:30:37Z
409767485;Ygorre;578108;2;38497828;2016-04-12T11:42:47Z
409767488;Lucfreitas;2173970;2;42791380;2016-10-11T03:45:22Z
409767490;Ygorre;578108;2;38497828;2016-04-12T11:42:47Z
409767492;Ygorre;578108;1;38497584;2016-04-12T11:30:37Z
409767494;Ygorre;578108;1;38497584;2016-04-12T11:30:38Z
409767496;Ygorre;578108;1;38497584;2016-04-12T11:30:38Z
409767498;Lucfreitas;2173970;2;42791380;2016-10-11T03:45:22Z
409767501;Lucfreitas;2173970;2;42791380;2016-10-11T03:45:22Z
409767504;Ygorre;578108;1;38497584;2016-04-12T11:30:38Z
409767506;Lucfreitas;2173970;2;42791380;2016-10-11T03:45:23Z
409767507;Ygorre;578108;1;38497584;2016-04-12T11:30:38Z
409767508;Ygorre;578108;1;38497584;2016-04-12T11:30:38Z
409767510;Ygorre;578108;1;38497584;2016-04-12T11:30:39Z
409767512;Ygorre;578108;1;38497584;2016-04-12T11:30:39Z
409767513;Ygorre;578108;1;38497584;2016-04-12T11:30:39Z
409767515;Lucfreitas;2173970;2;42791380;2016-10-11T03:45:22Z
409767516;Lucfreitas;2173970;3;42791380;2016-10-11T03:45:22Z
409767518;Lucfreitas;2173970;2;42791380;2016-10-11T03:45:23Z
409768415;Ajbelnuovo;1799626;2;46580563;2017-03-04T19:35:20Z
409768416;L3nfers;3396190;1;38497709;2016-04-12T11:36:56Z
409768417;Ajbelnuovo;1799626;2;46608126;2017-03-05T22:27:52Z
409768418;Ajbelnuovo;1799626;2;46608126;2017-03-05T22:27:52Z
409768419;Ajbelnuovo;1799626;2;46608126;2017-03-05T22:27:51Z
409768420;L3nfers;3396190;1;38497709;2016-04-12T11:36:57Z
409768421;Ajbelnuovo;1799626;2;46580563;2017-03-04T19:35:20Z
409768422;L3nfers;3396190;1;38497709;2016-04-12T11:36:57Z
409768423;L3nfers;3396190;1;38497709;2016-04-12T11:36:57Z
409837858;Bonix-mapper;2030995;3;42424303;2016-09-25T14:27:27Z
409846935;Rodolfogb20;2402504;2;39144136;2016-05-06T13:36:47Z
409846936;O fim;1842197;2;39223319;2016-05-10T17:14:10Z
409846937;O fim;1842197;2;39223319;2016-05-10T17:14:10Z
409846938;O fim;1842197;2;39223319;2016-05-10T17:14:11Z
409846940;Rodolfogb20;2402504;1;38506670;2016-04-12T17:59:54Z
409846941;Rodolfogb20;2402504;1;38506670;2016-04-12T17:59:54Z
409846944;Rodolfogb20;2402504;1;38506670;2016-04-12T17:59:55Z
409847653;Bonix-mapper;2030995;2;44992814;2017-01-08T03:01:35Z
409849624;Rodolfogb20;2402504;2;39290501;2016-05-13T12:21:54Z
409849625;Rodolfogb20;2402504;2;39290501;2016-05-13T12:21:53Z
409849626;Bonix-mapper;2030995;3;45817783;2017-02-04T23:28:26Z
409849627;Rodolfogb20;2402504;2;39290501;2016-05-13T12:21:53Z
409849628;Rodolfogb20;2402504;2;39290501;2016-05-13T12:21:51Z
409849629;Rodolfogb20;2402504;2;39290501;2016-05-13T12:21:50Z
409849630;Rodolfogb20;2402504;2;39290501;2016-05-13T12:21:49Z
409849631;Rodolfogb20;2402504;2;39290501;2016-05-13T12:21:45Z
409849632;Rodolfogb20;2402504;1;38507117;2016-04-12T18:19:15Z
409849633;Rodolfogb20;2402504;2;39290501;2016-05-13T12:21:41Z
409849634;Rodolfogb20;2402504;1;38507117;2016-04-12T18:19:15Z
409849635;Rodolfogb20;2402504;2;39290501;2016-05-13T12:21:35Z
409849636;Rodolfogb20;2402504;1;38507117;2016-04-12T18:19:15Z
409849637;Rodolfogb20;2402504;2;39290501;2016-05-13T12:21:34Z
409849638;Rodolfogb20;2402504;1;38507117;2016-04-12T18:19:15Z
410057854;Ajbelnuovo;1799626;2;41851312;2016-09-01T15:12:21Z
410069221;Ajbelnuovo;1799626;1;38531288;2016-04-13T17:12:21Z
410069222;Ajbelnuovo;1799626;1;38531288;2016-04-13T17:12:21Z
410069393;Naoliv;463507;2;40951915;2016-07-22T14:41:19Z
410079559;Ajbelnuovo;1799626;1;38532949;2016-04-13T18:21:33Z
410082435;Ajbelnuovo;1799626;1;38533655;2016-04-13T18:42:37Z
410084825;Ajbelnuovo;1799626;2;54501513;2017-12-10T04:00:14Z
410103680;Bonix-mapper;2030995;5;42424247;2016-09-25T14:24:52Z
410105017;Ajbelnuovo;1799626;2;55064544;2017-12-31T19:08:20Z
410146091;Bonix-mapper;2030995;3;40953935;2016-07-22T16:19:38Z
410146092;Bonix-mapper;2030995;3;40953731;2016-07-22T16:09:20Z
410660579;Ajbelnuovo;1799626;2;41856784;2016-09-01T20:14:11Z
410660580;Ajbelnuovo;1799626;5;47802081;2017-04-15T03:01:02Z
410660581;Ajbelnuovo;1799626;3;47802081;2017-04-15T03:01:02Z
410660582;Ajbelnuovo;1799626;2;47801032;2017-04-15T01:53:23Z
410660583;Ajbelnuovo;1799626;1;38605183;2016-04-15T21:09:54Z
410660584;Ajbelnuovo;1799626;2;38605511;2016-04-15T21:17:35Z
410660951;Clémentvialle;1779160;2;39432607;2016-05-19T19:37:55Z
410662789;Ajbelnuovo;1799626;3;41856784;2016-09-01T20:14:11Z
411833956;O fim;1842197;1;38712938;2016-04-19T22:27:08Z
411833957;O fim;1842197;1;38712938;2016-04-19T22:27:08Z
411833958;Erickdeoliveiraleal;463504;2;41501539;2016-08-16T23:39:35Z
411833959;O fim;1842197;1;38712938;2016-04-19T22:27:08Z
411833960;O fim;1842197;1;38712938;2016-04-19T22:27:08Z
411833961;O fim;1842197;1;38712938;2016-04-19T22:27:08Z
411833962;O fim;1842197;1;38712938;2016-04-19T22:27:08Z
411833963;O fim;1842197;1;38712938;2016-04-19T22:27:08Z
411833964;O fim;1842197;1;38712938;2016-04-19T22:27:09Z
411833965;O fim;1842197;1;38712938;2016-04-19T22:27:09Z
411833966;O fim;1842197;1;38712938;2016-04-19T22:27:09Z
411833967;O fim;1842197;1;38712938;2016-04-19T22:27:09Z
